node	node_type	sample_id	mutation_events
SRR16359947.result.fastq	leaf	SRR16359947	4
SRR16359949.result.fastq	leaf	SRR16359949	1
SRR16359951.result.fastq	leaf	SRR16359951	1
SRR16359953.result.fastq	leaf	SRR16359953	2
SRR16359958.result.fastq	leaf	SRR16359958	1
SRR16359965.result.fastq	leaf	SRR16359965	6
SRR16359966.result.fastq	leaf	SRR16359966	1
SRR16359967.result.fastq	leaf	SRR16359967	3
SRR16359968.result.fastq	leaf	SRR16359968	1
SRR16359973.result.fastq	leaf	SRR16359973	6
SRR16359974.result.fastq	leaf	SRR16359974	8
SRR16474312.result.fastq	leaf	SRR16474312	1
SRR16474313.result.fastq	leaf	SRR16474313	1
SRR16474315.result.fastq	leaf	SRR16474315	2
SRR16474319.result.fastq	leaf	SRR16474319	1
SRR16474321.result.fastq	leaf	SRR16474321	2
SRR16474324.result.fastq	leaf	SRR16474324	2
SRR16474325.result.fastq	leaf	SRR16474325	3
SRR16479872.result.fastq	leaf	SRR16479872	20
SRR16479881.result.fastq	leaf	SRR16479881	56
SRR16479883.result.fastq	leaf	SRR16479883	2
SRR16479895.result.fastq	leaf	SRR16479895	8
SRR16479897.result.fastq	leaf	SRR16479897	2
SRR16492476.result.fastq	leaf	SRR16492476	2
SRR16492477.result.fastq	leaf	SRR16492477	2
SRR16492478.result.fastq	leaf	SRR16492478	87
SRR16492479.result.fastq	leaf	SRR16492479	2
SRR16492481.result.fastq	leaf	SRR16492481	2
SRR16492482.result.fastq	leaf	SRR16492482	2
SRR16492483.result.fastq	leaf	SRR16492483	2
SRR16492484.result.fastq	leaf	SRR16492484	5
SRR16492486.result.fastq	leaf	SRR16492486	12
SRR16492487.result.fastq	leaf	SRR16492487	30
SRR16492491.result.fastq	leaf	SRR16492491	3
SRR16492492.result.fastq	leaf	SRR16492492	1
SRR16492495.result.fastq	leaf	SRR16492495	2
SRR16492496.result.fastq	leaf	SRR16492496	2
SRR16492505.result.fastq	leaf	SRR16492505	1
SRR16492506.result.fastq	leaf	SRR16492506	573
SRR16492507.result.fastq	leaf	SRR16492507	3
SRR16492514.result.fastq	leaf	SRR16492514	18
SRR16492516.result.fastq	leaf	SRR16492516	4
SRR16492517.result.fastq	leaf	SRR16492517	6
SRR16492521.result.fastq	leaf	SRR16492521	9
SRR16492547.result.fastq	leaf	SRR16492547	1
SRR16492556.result.fastq	leaf	SRR16492556	8
SRR16492563.result.fastq	leaf	SRR16492563	204
SRR16492565.result.fastq	leaf	SRR16492565	277
SRR16492570.result.fastq	leaf	SRR16492570	4
SRR16492571.result.fastq	leaf	SRR16492571	3
SRR16492572.result.fastq	leaf	SRR16492572	3
SRR16492575.result.fastq	leaf	SRR16492575	6
SRR16492576.result.fastq	leaf	SRR16492576	10
SRR16492582.result.fastq	leaf	SRR16492582	5
SRR16492586.result.fastq	leaf	SRR16492586	20
SRR16492587.result.fastq	leaf	SRR16492587	6
SRR16492589.result.fastq	leaf	SRR16492589	2
SRR16492593.result.fastq	leaf	SRR16492593	2
SRR16492594.result.fastq	leaf	SRR16492594	205
SRR16492595.result.fastq	leaf	SRR16492595	2
SRR16492596.result.fastq	leaf	SRR16492596	25
SRR16506216.result.fastq	leaf	SRR16506216	15
SRR16506219.result.fastq	leaf	SRR16506219	5
SRR16506221.result.fastq	leaf	SRR16506221	6
SRR16506223.result.fastq	leaf	SRR16506223	1
SRR16506224.result.fastq	leaf	SRR16506224	4
SRR16506227.result.fastq	leaf	SRR16506227	4
SRR16506229.result.fastq	leaf	SRR16506229	4
SRR16508429.result.fastq	leaf	SRR16508429	18
SRR16508430.result.fastq	leaf	SRR16508430	3
SRR16508431.result.fastq	leaf	SRR16508431	3
SRR16520579.result.fastq	leaf	SRR16520579	1
SRR16520580.result.fastq	leaf	SRR16520580	6
SRR16520581.result.fastq	leaf	SRR16520581	3
SRR16520582.result.fastq	leaf	SRR16520582	4
SRR16520584.result.fastq	leaf	SRR16520584	3
SRR16520590.result.fastq	leaf	SRR16520590	1
SRR16520596.result.fastq	leaf	SRR16520596	2
SRR16520597.result.fastq	leaf	SRR16520597	1
SRR16520598.result.fastq	leaf	SRR16520598	1
SRR16520599.result.fastq	leaf	SRR16520599	3
SRR16520600.result.fastq	leaf	SRR16520600	7
SRR16520601.result.fastq	leaf	SRR16520601	36
SRR16520602.result.fastq	leaf	SRR16520602	3
SRR16520604.result.fastq	leaf	SRR16520604	6
SRR16520610.result.fastq	leaf	SRR16520610	1
SRR16520620.result.fastq	leaf	SRR16520620	2
SRR16520629.result.fastq	leaf	SRR16520629	2
SRR16520632.result.fastq	leaf	SRR16520632	2
SRR16520633.result.fastq	leaf	SRR16520633	1
SRR16520642.result.fastq	leaf	SRR16520642	1
SRR16520643.result.fastq	leaf	SRR16520643	5
SRR16520647.result.fastq	leaf	SRR16520647	1
SRR16520648.result.fastq	leaf	SRR16520648	2
SRR16520652.result.fastq	leaf	SRR16520652	8
SRR16520653.result.fastq	leaf	SRR16520653	3
SRR16520654.result.fastq	leaf	SRR16520654	2
SRR16520655.result.fastq	leaf	SRR16520655	2
SRR16520656.result.fastq	leaf	SRR16520656	2
SRR16520660.result.fastq	leaf	SRR16520660	6
SRR16520662.result.fastq	leaf	SRR16520662	2
SRR16526547.result.fastq	leaf	SRR16526547	6
SRR16526548.result.fastq	leaf	SRR16526548	4
SRR16526550.result.fastq	leaf	SRR16526550	53
SRR16526552.result.fastq	leaf	SRR16526552	3
SRR16526557.result.fastq	leaf	SRR16526557	2
SRR16526559.result.fastq	leaf	SRR16526559	3
SRR16610066.result.fastq	leaf	SRR16610066	8
SRR16610067.result.fastq	leaf	SRR16610067	5
SRR16610070.result.fastq	leaf	SRR16610070	1
SRR16610071.result.fastq	leaf	SRR16610071	1
SRR16610073.result.fastq	leaf	SRR16610073	10
SRR16610084.result.fastq	leaf	SRR16610084	2
SRR16610085.result.fastq	leaf	SRR16610085	19
SRR16610086.result.fastq	leaf	SRR16610086	9
SRR16610089.result.fastq	leaf	SRR16610089	4
SRR16610092.result.fastq	leaf	SRR16610092	4
SRR16610093.result.fastq	leaf	SRR16610093	2
SRR16610096.result.fastq	leaf	SRR16610096	4
SRR16610100.result.fastq	leaf	SRR16610100	1
SRR16610107.result.fastq	leaf	SRR16610107	1807
SRR16610109.result.fastq	leaf	SRR16610109	16
SRR16610117.result.fastq	leaf	SRR16610117	40
SRR16610137.result.fastq	leaf	SRR16610137	7
SRR16610138.result.fastq	leaf	SRR16610138	11
SRR16610148.result.fastq	leaf	SRR16610148	9
SRR16610149.result.fastq	leaf	SRR16610149	287
SRR16610161.result.fastq	leaf	SRR16610161	2
SRR16610177.result.fastq	leaf	SRR16610177	8
SRR16610191.result.fastq	leaf	SRR16610191	17
SRR16610192.result.fastq	leaf	SRR16610192	16
SRR16610203.result.fastq	leaf	SRR16610203	2
SRR16617692.result.fastq	leaf	SRR16617692	8
SRR16798014.result.fastq	leaf	SRR16798014	5
SRR16798021.result.fastq	leaf	SRR16798021	2
SRR1685782.result.fastq	leaf	SRR1685782	31
SRR1685789.result.fastq	leaf	SRR1685789	11
SRR1685800.result.fastq	leaf	SRR1685800	11
SRR1685807.result.fastq	leaf	SRR1685807	8
SRR1685808.result.fastq	leaf	SRR1685808	19
SRR1685810.result.fastq	leaf	SRR1685810	25
SRR1685812.result.fastq	leaf	SRR1685812	33
SRR1685813.result.fastq	leaf	SRR1685813	19
SRR1685815.result.fastq	leaf	SRR1685815	19
SRR1685819.result.fastq	leaf	SRR1685819	13
SRR1685820.result.fastq	leaf	SRR1685820	28
SRR1685823.result.fastq	leaf	SRR1685823	13
SRR1685826.result.fastq	leaf	SRR1685826	50
SRR1685827.result.fastq	leaf	SRR1685827	8
SRR1685830.result.fastq	leaf	SRR1685830	8
SRR1685845.result.fastq	leaf	SRR1685845	10
SRR1685849.result.fastq	leaf	SRR1685849	23
SRR1685850.result.fastq	leaf	SRR1685850	11
SRR1685851.result.fastq	leaf	SRR1685851	4
SRR1685856.result.fastq	leaf	SRR1685856	7
SRR1685860.result.fastq	leaf	SRR1685860	7
SRR1685865.result.fastq	leaf	SRR1685865	21
SRR1685871.result.fastq	leaf	SRR1685871	10
SRR1685872.result.fastq	leaf	SRR1685872	55
SRR1685874.result.fastq	leaf	SRR1685874	29
SRR1685881.result.fastq	leaf	SRR1685881	25
SRR1685882.result.fastq	leaf	SRR1685882	14
SRR1685883.result.fastq	leaf	SRR1685883	22
SRR1685886.result.fastq	leaf	SRR1685886	10
SRR1685903.result.fastq	leaf	SRR1685903	117
SRR1685944.result.fastq	leaf	SRR1685944	2
SRR1685945.result.fastq	leaf	SRR1685945	12
SRR1685954.result.fastq	leaf	SRR1685954	6
SRR1685955.result.fastq	leaf	SRR1685955	26
SRR1685958.result.fastq	leaf	SRR1685958	54
SRR1685960.result.fastq	leaf	SRR1685960	19
SRR1685961.result.fastq	leaf	SRR1685961	40
SRR16987653.result.fastq	leaf	SRR16987653	2
SRR16987654.result.fastq	leaf	SRR16987654	4
SRR16987655.result.fastq	leaf	SRR16987655	1
SRR16987656.result.fastq	leaf	SRR16987656	2
SRR16987657.result.fastq	leaf	SRR16987657	5
SRR16987658.result.fastq	leaf	SRR16987658	2
SRR17001157.result.fastq	leaf	SRR17001157	2
SRR17001162.result.fastq	leaf	SRR17001162	5
SRR17023784.result.fastq	leaf	SRR17023784	3
SRR17084737.result.fastq	leaf	SRR17084737	5
SRR17084742.result.fastq	leaf	SRR17084742	4
SRR17084750.result.fastq	leaf	SRR17084750	2660
SRR17084751.result.fastq	leaf	SRR17084751	5
SRR17084752.result.fastq	leaf	SRR17084752	1
SRR17084753.result.fastq	leaf	SRR17084753	1
SRR17084755.result.fastq	leaf	SRR17084755	8
SRR17084756.result.fastq	leaf	SRR17084756	6
SRR17084757.result.fastq	leaf	SRR17084757	3
SRR17084758.result.fastq	leaf	SRR17084758	5
SRR17084766.result.fastq	leaf	SRR17084766	966
SRR17084767.result.fastq	leaf	SRR17084767	686
SRR17153374.result.fastq	leaf	SRR17153374	1
SRR17157324.result.fastq	leaf	SRR17157324	1
SRR17157326.result.fastq	leaf	SRR17157326	1
SRR17157333.result.fastq	leaf	SRR17157333	3
SRR17157338.result.fastq	leaf	SRR17157338	8
SRR17157378.result.fastq	leaf	SRR17157378	12
SRR17157379.result.fastq	leaf	SRR17157379	39
SRR17157380.result.fastq	leaf	SRR17157380	3
SRR17157390.result.fastq	leaf	SRR17157390	1
SRR17157391.result.fastq	leaf	SRR17157391	3
SRR17157392.result.fastq	leaf	SRR17157392	21
SRR17250562.result.fastq	leaf	SRR17250562	5
SRR17250567.result.fastq	leaf	SRR17250567	3
SRR17250569.result.fastq	leaf	SRR17250569	5
SRR17250570.result.fastq	leaf	SRR17250570	9
SRR17250573.result.fastq	leaf	SRR17250573	4
SRR17250574.result.fastq	leaf	SRR17250574	2
SRR17250575.result.fastq	leaf	SRR17250575	4
SRR17250594.result.fastq	leaf	SRR17250594	1
SRR17250595.result.fastq	leaf	SRR17250595	2
SRR17250596.result.fastq	leaf	SRR17250596	3
SRR17250597.result.fastq	leaf	SRR17250597	9
SRR17250598.result.fastq	leaf	SRR17250598	9
SRR17250599.result.fastq	leaf	SRR17250599	2
SRR17250603.result.fastq	leaf	SRR17250603	4
SRR17250607.result.fastq	leaf	SRR17250607	1
SRR17250610.result.fastq	leaf	SRR17250610	3
SRR17250611.result.fastq	leaf	SRR17250611	1
SRR17250625.result.fastq	leaf	SRR17250625	2
SRR17250626.result.fastq	leaf	SRR17250626	1
SRR17250627.result.fastq	leaf	SRR17250627	1
SRR17250629.result.fastq	leaf	SRR17250629	9
SRR17250636.result.fastq	leaf	SRR17250636	5
SRR17250637.result.fastq	leaf	SRR17250637	4
SRR17250638.result.fastq	leaf	SRR17250638	6
SRR17250642.result.fastq	leaf	SRR17250642	3
SRR17250643.result.fastq	leaf	SRR17250643	2
SRR17250644.result.fastq	leaf	SRR17250644	1
SRR17250646.result.fastq	leaf	SRR17250646	1
SRR17250647.result.fastq	leaf	SRR17250647	3
SRR17250651.result.fastq	leaf	SRR17250651	1
SRR17250652.result.fastq	leaf	SRR17250652	1
SRR17250653.result.fastq	leaf	SRR17250653	359
SRR17250654.result.fastq	leaf	SRR17250654	16
SRR17250655.result.fastq	leaf	SRR17250655	8
SRR17250657.result.fastq	leaf	SRR17250657	10
SRR17250659.result.fastq	leaf	SRR17250659	1
SRR17250661.result.fastq	leaf	SRR17250661	2
SRR17250662.result.fastq	leaf	SRR17250662	1
SRR17250663.result.fastq	leaf	SRR17250663	4
SRR17250668.result.fastq	leaf	SRR17250668	1
SRR17282457.result.fastq	leaf	SRR17282457	21
SRR17311613.result.fastq	leaf	SRR17311613	3
SRR17311614.result.fastq	leaf	SRR17311614	3
SRR17311615.result.fastq	leaf	SRR17311615	2
SRR17311616.result.fastq	leaf	SRR17311616	1
SRR17311617.result.fastq	leaf	SRR17311617	3
SRR17311618.result.fastq	leaf	SRR17311618	9
SRR17311619.result.fastq	leaf	SRR17311619	3
SRR17311620.result.fastq	leaf	SRR17311620	2
SRR17311622.result.fastq	leaf	SRR17311622	6
SRR17311624.result.fastq	leaf	SRR17311624	1
SRR17311625.result.fastq	leaf	SRR17311625	2
SRR17311629.result.fastq	leaf	SRR17311629	3
SRR17311630.result.fastq	leaf	SRR17311630	4
SRR17311631.result.fastq	leaf	SRR17311631	1
SRR17311632.result.fastq	leaf	SRR17311632	3
SRR17311636.result.fastq	leaf	SRR17311636	1
SRR17311637.result.fastq	leaf	SRR17311637	1
SRR17311638.result.fastq	leaf	SRR17311638	4
SRR17311640.result.fastq	leaf	SRR17311640	1
SRR17311643.result.fastq	leaf	SRR17311643	2
SRR17311645.result.fastq	leaf	SRR17311645	13
SRR17311646.result.fastq	leaf	SRR17311646	1
SRR17311647.result.fastq	leaf	SRR17311647	2
SRR17311650.result.fastq	leaf	SRR17311650	4
SRR17311651.result.fastq	leaf	SRR17311651	1
SRR17311652.result.fastq	leaf	SRR17311652	529
SRR17311655.result.fastq	leaf	SRR17311655	2
SRR17311656.result.fastq	leaf	SRR17311656	4
SRR17311657.result.fastq	leaf	SRR17311657	5
SRR17311659.result.fastq	leaf	SRR17311659	1
SRR17311660.result.fastq	leaf	SRR17311660	1
SRR17311661.result.fastq	leaf	SRR17311661	3
SRR17311662.result.fastq	leaf	SRR17311662	3
SRR17311663.result.fastq	leaf	SRR17311663	5
SRR17311664.result.fastq	leaf	SRR17311664	3
SRR17311665.result.fastq	leaf	SRR17311665	2
SRR17311666.result.fastq	leaf	SRR17311666	2
SRR17311667.result.fastq	leaf	SRR17311667	6
SRR17311668.result.fastq	leaf	SRR17311668	2
SRR17311669.result.fastq	leaf	SRR17311669	1
SRR17311670.result.fastq	leaf	SRR17311670	1
SRR17311671.result.fastq	leaf	SRR17311671	1
SRR17311672.result.fastq	leaf	SRR17311672	1
SRR17311673.result.fastq	leaf	SRR17311673	2
SRR17311674.result.fastq	leaf	SRR17311674	1
SRR17311676.result.fastq	leaf	SRR17311676	44
SRR17311678.result.fastq	leaf	SRR17311678	4
SRR17311679.result.fastq	leaf	SRR17311679	3
SRR17311685.result.fastq	leaf	SRR17311685	1
SRR17311687.result.fastq	leaf	SRR17311687	3
SRR17311689.result.fastq	leaf	SRR17311689	2
SRR17311690.result.fastq	leaf	SRR17311690	3
SRR17311691.result.fastq	leaf	SRR17311691	3
SRR17311695.result.fastq	leaf	SRR17311695	3
SRR17311696.result.fastq	leaf	SRR17311696	3
SRR17311697.result.fastq	leaf	SRR17311697	15
SRR17311699.result.fastq	leaf	SRR17311699	14
SRR17311700.result.fastq	leaf	SRR17311700	2
SRR17311706.result.fastq	leaf	SRR17311706	1
SRR17311709.result.fastq	leaf	SRR17311709	1
SRR17311710.result.fastq	leaf	SRR17311710	1
SRR17311714.result.fastq	leaf	SRR17311714	16
SRR17311715.result.fastq	leaf	SRR17311715	3
SRR17311716.result.fastq	leaf	SRR17311716	2
SRR17311718.result.fastq	leaf	SRR17311718	13
SRR17311719.result.fastq	leaf	SRR17311719	4
SRR17311720.result.fastq	leaf	SRR17311720	2
SRR17311722.result.fastq	leaf	SRR17311722	1
SRR17311723.result.fastq	leaf	SRR17311723	2
SRR17311724.result.fastq	leaf	SRR17311724	2
SRR17311725.result.fastq	leaf	SRR17311725	3
SRR17311726.result.fastq	leaf	SRR17311726	4
SRR17311728.result.fastq	leaf	SRR17311728	4
SRR17311729.result.fastq	leaf	SRR17311729	1
SRR17311730.result.fastq	leaf	SRR17311730	2
SRR17311731.result.fastq	leaf	SRR17311731	3
SRR17311732.result.fastq	leaf	SRR17311732	2
SRR17311733.result.fastq	leaf	SRR17311733	4
SRR17311734.result.fastq	leaf	SRR17311734	1
SRR17311741.result.fastq	leaf	SRR17311741	4
SRR17311744.result.fastq	leaf	SRR17311744	1
SRR17311745.result.fastq	leaf	SRR17311745	5
SRR17311746.result.fastq	leaf	SRR17311746	2
SRR17311747.result.fastq	leaf	SRR17311747	1
SRR17311749.result.fastq	leaf	SRR17311749	2
SRR17311750.result.fastq	leaf	SRR17311750	2
SRR17311752.result.fastq	leaf	SRR17311752	11
SRR17311753.result.fastq	leaf	SRR17311753	6
SRR17311755.result.fastq	leaf	SRR17311755	3
SRR17311756.result.fastq	leaf	SRR17311756	1
SRR17311757.result.fastq	leaf	SRR17311757	1
SRR17335463.result.fastq	leaf	SRR17335463	3
SRR17383783.result.fastq	leaf	SRR17383783	1
SRR17383785.result.fastq	leaf	SRR17383785	1
SRR17383791.result.fastq	leaf	SRR17383791	1
SRR17383792.result.fastq	leaf	SRR17383792	1
SRR17383794.result.fastq	leaf	SRR17383794	2
SRR17383798.result.fastq	leaf	SRR17383798	6
SRR17383802.result.fastq	leaf	SRR17383802	4280
SRR17383803.result.fastq	leaf	SRR17383803	5
SRR17383810.result.fastq	leaf	SRR17383810	6
SRR17383811.result.fastq	leaf	SRR17383811	3
SRR17383812.result.fastq	leaf	SRR17383812	3
SRR17449093.result.fastq	leaf	SRR17449093	2
SRR17611302.result.fastq	leaf	SRR17611302	8
SRR17611304.result.fastq	leaf	SRR17611304	1
SRR17611315.result.fastq	leaf	SRR17611315	6
SRR17611326.result.fastq	leaf	SRR17611326	12
SRR17611332.result.fastq	leaf	SRR17611332	3
SRR17611333.result.fastq	leaf	SRR17611333	3
SRR17611335.result.fastq	leaf	SRR17611335	16
SRR17657418.result.fastq	leaf	SRR17657418	6
SRR17657420.result.fastq	leaf	SRR17657420	5
SRR17657429.result.fastq	leaf	SRR17657429	1
SRR17657430.result.fastq	leaf	SRR17657430	6
SRR17657432.result.fastq	leaf	SRR17657432	2
SRR17657474.result.fastq	leaf	SRR17657474	15
SRR17657476.result.fastq	leaf	SRR17657476	1
SRR17657487.result.fastq	leaf	SRR17657487	2
SRR17682118.result.fastq	leaf	SRR17682118	3
SRR17685483.result.fastq	leaf	SRR17685483	1
SRR17696412.result.fastq	leaf	SRR17696412	8
SRR17843224.result.fastq	leaf	SRR17843224	7
SRR17849592.result.fastq	leaf	SRR17849592	1
SRR17849593.result.fastq	leaf	SRR17849593	2
SRR17849594.result.fastq	leaf	SRR17849594	1
SRR17849596.result.fastq	leaf	SRR17849596	2
SRR17849597.result.fastq	leaf	SRR17849597	2
SRR17849602.result.fastq	leaf	SRR17849602	1
SRR17849603.result.fastq	leaf	SRR17849603	3
SRR17849604.result.fastq	leaf	SRR17849604	1
SRR17849605.result.fastq	leaf	SRR17849605	2
SRR17849607.result.fastq	leaf	SRR17849607	27
SRR17849608.result.fastq	leaf	SRR17849608	1
SRR17849609.result.fastq	leaf	SRR17849609	4
SRR17849610.result.fastq	leaf	SRR17849610	3
SRR17849612.result.fastq	leaf	SRR17849612	2
SRR17849613.result.fastq	leaf	SRR17849613	3
SRR17849620.result.fastq	leaf	SRR17849620	137
SRR17849622.result.fastq	leaf	SRR17849622	2
SRR17849625.result.fastq	leaf	SRR17849625	3
SRR17849626.result.fastq	leaf	SRR17849626	8
SRR17849627.result.fastq	leaf	SRR17849627	8
SRR17849631.result.fastq	leaf	SRR17849631	26
SRR17849632.result.fastq	leaf	SRR17849632	2
SRR17849634.result.fastq	leaf	SRR17849634	3
SRR17849644.result.fastq	leaf	SRR17849644	1
SRR17849648.result.fastq	leaf	SRR17849648	1
SRR17849653.result.fastq	leaf	SRR17849653	16
SRR17849654.result.fastq	leaf	SRR17849654	2
SRR17849655.result.fastq	leaf	SRR17849655	6
SRR17849656.result.fastq	leaf	SRR17849656	3
SRR17849658.result.fastq	leaf	SRR17849658	11
SRR17849660.result.fastq	leaf	SRR17849660	13
SRR17849661.result.fastq	leaf	SRR17849661	2
SRR17861237.result.fastq	leaf	SRR17861237	2
SRR17861238.result.fastq	leaf	SRR17861238	9
SRR17861239.result.fastq	leaf	SRR17861239	3
SRR17861240.result.fastq	leaf	SRR17861240	5
SRR17898049.result.fastq	leaf	SRR17898049	2
SRR17898050.result.fastq	leaf	SRR17898050	1
SRR17898051.result.fastq	leaf	SRR17898051	2
SRR17898052.result.fastq	leaf	SRR17898052	1
SRR17898055.result.fastq	leaf	SRR17898055	6
SRR17898059.result.fastq	leaf	SRR17898059	3
SRR17898060.result.fastq	leaf	SRR17898060	4
SRR17898061.result.fastq	leaf	SRR17898061	2
SRR17898064.result.fastq	leaf	SRR17898064	33
SRR17931033.result.fastq	leaf	SRR17931033	10
SRR17931144.result.fastq	leaf	SRR17931144	161
SRR17931145.result.fastq	leaf	SRR17931145	1
SRR17943980.result.fastq	leaf	SRR17943980	11
SRR17943981.result.fastq	leaf	SRR17943981	9
SRR17943984.result.fastq	leaf	SRR17943984	23
SRR17943986.result.fastq	leaf	SRR17943986	5
SRR17943988.result.fastq	leaf	SRR17943988	4
SRR17943989.result.fastq	leaf	SRR17943989	3
SRR17943991.result.fastq	leaf	SRR17943991	2
SRR17943999.result.fastq	leaf	SRR17943999	2
SRR17944000.result.fastq	leaf	SRR17944000	1
SRR17944004.result.fastq	leaf	SRR17944004	1
SRR17944005.result.fastq	leaf	SRR17944005	5
SRR17944006.result.fastq	leaf	SRR17944006	2
SRR17944007.result.fastq	leaf	SRR17944007	3
SRR17944008.result.fastq	leaf	SRR17944008	3
SRR17944009.result.fastq	leaf	SRR17944009	3
SRR17944010.result.fastq	leaf	SRR17944010	2
SRR17944020.result.fastq	leaf	SRR17944020	1
SRR17944021.result.fastq	leaf	SRR17944021	6
SRR17944027.result.fastq	leaf	SRR17944027	9
SRR17944029.result.fastq	leaf	SRR17944029	3
SRR17944031.result.fastq	leaf	SRR17944031	3
SRR17944033.result.fastq	leaf	SRR17944033	1
SRR17944037.result.fastq	leaf	SRR17944037	5
SRR17944040.result.fastq	leaf	SRR17944040	1
SRR17944041.result.fastq	leaf	SRR17944041	2
SRR17944042.result.fastq	leaf	SRR17944042	2
SRR17944043.result.fastq	leaf	SRR17944043	3
SRR17944044.result.fastq	leaf	SRR17944044	1
SRR17944045.result.fastq	leaf	SRR17944045	9
SRR17944046.result.fastq	leaf	SRR17944046	2
SRR17944047.result.fastq	leaf	SRR17944047	1
SRR17944050.result.fastq	leaf	SRR17944050	3
SRR17988905.result.fastq	leaf	SRR17988905	4
SRR17988907.result.fastq	leaf	SRR17988907	2
SRR17988909.result.fastq	leaf	SRR17988909	7
SRR17988912.result.fastq	leaf	SRR17988912	9
SRR17988913.result.fastq	leaf	SRR17988913	1
SRR17988914.result.fastq	leaf	SRR17988914	25
SRR17988915.result.fastq	leaf	SRR17988915	2
SRR17993125.result.fastq	leaf	SRR17993125	5
SRR17993126.result.fastq	leaf	SRR17993126	5
SRR18015722.result.fastq	leaf	SRR18015722	1
SRR18015723.result.fastq	leaf	SRR18015723	3
SRR18061863.result.fastq	leaf	SRR18061863	3
SRR18061864.result.fastq	leaf	SRR18061864	1
SRR18062992.result.fastq	leaf	SRR18062992	155
SRR18062993.result.fastq	leaf	SRR18062993	3
SRR18062997.result.fastq	leaf	SRR18062997	4
SRR18074858.result.fastq	leaf	SRR18074858	6
SRR18095496.result.fastq	leaf	SRR18095496	3
SRR18115360.result.fastq	leaf	SRR18115360	4
SRR18115361.result.fastq	leaf	SRR18115361	9
SRR18115362.result.fastq	leaf	SRR18115362	7
SRR18115363.result.fastq	leaf	SRR18115363	2
SRR18115378.result.fastq	leaf	SRR18115378	3
SRR18115379.result.fastq	leaf	SRR18115379	3
SRR18115380.result.fastq	leaf	SRR18115380	5
SRR18115381.result.fastq	leaf	SRR18115381	1
SRR18115382.result.fastq	leaf	SRR18115382	1
SRR18145524.result.fastq	leaf	SRR18145524	1
SRR18170981.result.fastq	leaf	SRR18170981	2
SRR18170984.result.fastq	leaf	SRR18170984	701
SRR18170985.result.fastq	leaf	SRR18170985	4
SRR18170986.result.fastq	leaf	SRR18170986	1
SRR18192419.result.fastq	leaf	SRR18192419	5
SRR18192422.result.fastq	leaf	SRR18192422	20
SRR18192423.result.fastq	leaf	SRR18192423	4
SRR18192424.result.fastq	leaf	SRR18192424	6
SRR18192425.result.fastq	leaf	SRR18192425	6
SRR18192433.result.fastq	leaf	SRR18192433	1
SRR18192434.result.fastq	leaf	SRR18192434	6
SRR18192435.result.fastq	leaf	SRR18192435	2
SRR18192503.result.fastq	leaf	SRR18192503	6
SRR18192504.result.fastq	leaf	SRR18192504	13
SRR18192507.result.fastq	leaf	SRR18192507	41
SRR18192509.result.fastq	leaf	SRR18192509	3
SRR18192512.result.fastq	leaf	SRR18192512	23
SRR18192513.result.fastq	leaf	SRR18192513	4
SRR18192520.result.fastq	leaf	SRR18192520	1
SRR18192522.result.fastq	leaf	SRR18192522	1468
SRR18197327.result.fastq	leaf	SRR18197327	2
SRR18197331.result.fastq	leaf	SRR18197331	1
SRR18197337.result.fastq	leaf	SRR18197337	1
SRR18214926.result.fastq	leaf	SRR18214926	1
SRR18214927.result.fastq	leaf	SRR18214927	2
SRR18214928.result.fastq	leaf	SRR18214928	10
SRR18214931.result.fastq	leaf	SRR18214931	4
SRR18214932.result.fastq	leaf	SRR18214932	9
SRR18214933.result.fastq	leaf	SRR18214933	1
SRR18214939.result.fastq	leaf	SRR18214939	13
SRR18214940.result.fastq	leaf	SRR18214940	4
SRR18214942.result.fastq	leaf	SRR18214942	6
SRR18215745.result.fastq	leaf	SRR18215745	4
SRR18215746.result.fastq	leaf	SRR18215746	23
SRR18215747.result.fastq	leaf	SRR18215747	9
SRR18215748.result.fastq	leaf	SRR18215748	1
SRR18215749.result.fastq	leaf	SRR18215749	3
SRR18215752.result.fastq	leaf	SRR18215752	16
SRR18215753.result.fastq	leaf	SRR18215753	4
SRR18215754.result.fastq	leaf	SRR18215754	3
SRR18215755.result.fastq	leaf	SRR18215755	4
SRR18215757.result.fastq	leaf	SRR18215757	9
SRR18215760.result.fastq	leaf	SRR18215760	5
SRR18215764.result.fastq	leaf	SRR18215764	1
SRR18215765.result.fastq	leaf	SRR18215765	4
SRR18241994.result.fastq	leaf	SRR18241994	1
SRR18241995.result.fastq	leaf	SRR18241995	2
SRR18346082.result.fastq	leaf	SRR18346082	2
SRR18346083.result.fastq	leaf	SRR18346083	18
SRR18399862.result.fastq	leaf	SRR18399862	4
SRR18399865.result.fastq	leaf	SRR18399865	1
SRR18399873.result.fastq	leaf	SRR18399873	7
SRR18499914.result.fastq	leaf	SRR18499914	2
SRR18499915.result.fastq	leaf	SRR18499915	1
SRR18499916.result.fastq	leaf	SRR18499916	11
SRR18499917.result.fastq	leaf	SRR18499917	8
SRR18499918.result.fastq	leaf	SRR18499918	14
SRR18499920.result.fastq	leaf	SRR18499920	12
SRR18499921.result.fastq	leaf	SRR18499921	10
SRR18499923.result.fastq	leaf	SRR18499923	2
SRR18499925.result.fastq	leaf	SRR18499925	27
