sequence	start	end	source_line
NC_017847.1	2060172	2060179	2382
NC_017847.1	2060181	2060181	2383
NC_017847.1	2060183	2060184	2384
NC_017847.1	2060189	2060189	2385
NC_017847.1	2060199	2060212	2386
NC_017847.1	2060219	2060219	2387
NC_017847.1	2060224	2060224	2388
NC_017847.1	2060241	2060262	2389
NC_017847.1	2060264	2060273	2390
NC_017847.1	2060275	2060282	2391
NC_017847.1	2060285	2060285	2392
NC_017847.1	2060289	2060291	2393
NC_017847.1	2060305	2060324	2394
NC_017847.1	2060331	2060331	2395
NC_017847.1	2060360	2060360	2396
NC_017847.1	2060676	2060676	2397
NC_017847.1	2060679	2060680	2398
NC_017847.1	2060683	2060684	2399
NC_017847.1	2060687	2060689	2400
NC_017847.1	2060692	2061037	2401
NC_017847.1	2061985	2061986	2402
NC_017847.1	2062047	2062058	2403
NC_017847.1	2062066	2062068	2404
NC_017847.1	2062071	2062071	2405
NC_017847.1	2062074	2062074	2406
NC_017847.1	2062078	2062154	2407
NC_017847.1	2062156	2062157	2408
NC_017847.1	2062216	2062216	2409
NC_017847.1	2062223	2062224	2410
NC_017847.1	2062226	2062230	2411
NC_017847.1	2062232	2062234	2412
NC_017847.1	2062236	2062236	2413
NC_017847.1	2062238	2062239	2414
NC_017847.1	2062241	2062241	2415
NC_017847.1	2062249	2062678	2416
NC_017847.1	2062680	2062680	2417
NC_017847.1	2062683	2062684	2418
NC_017847.1	2062932	2062932	2419
NC_017847.1	2065181	2065184	2420
NC_017847.1	2065186	2065188	2421
NC_017847.1	2065193	2065193	2422
NC_017847.1	2065196	2065196	2423
NC_017847.1	2065776	2065784	2424
NC_017847.1	2065816	2068348	2425
NC_017847.1	2068350	2068351	2426
NC_017847.1	2068357	2068357	2427
NC_017847.1	2068416	2068416	2428
NC_017847.1	2068420	2068420	2429
NC_017847.1	2068928	2068928	2430
NC_017847.1	2068935	2068935	2431
NC_017847.1	2068937	2068944	2432
NC_017847.1	2068947	2068947	2433
NC_017847.1	2068950	2068950	2434
NC_017847.1	2068954	2068955	2435
NC_017847.1	2068957	2069197	2436
NC_017847.1	2069356	2069356	2437
NC_017847.1	2070442	2070444	2438
NC_017847.1	2070446	2070549	2439
NC_017847.1	2072513	2072513	2440
NC_017847.1	2072519	2072539	2441
NC_017847.1	2072542	2072553	2442
NC_017847.1	2072588	2078450	2443
NC_017847.1	2079731	2079813	2444
NC_017847.1	2080439	2080447	2445
NC_017847.1	2080520	2080520	2446
NC_017847.1	2081113	2081121	2447
NC_017847.1	2081873	2081881	2448
NC_017847.1	2081887	2081887	2449
NC_017847.1	2081890	2081890	2450
NC_017847.1	2081980	2081981	2451
NC_017847.1	2082003	2082003	2452
NC_017847.1	2083664	2083862	2453
NC_017847.1	2084100	2084197	2454
NC_017847.1	2085140	2085141	2455
NC_017847.1	2086972	2086973	2456
NC_017847.1	2087242	2087263	2457
NC_017847.1	2087266	2087266	2458
NC_017847.1	2087272	2087272	2459
NC_017847.1	2088952	2089029	2460
NC_017847.1	2089033	2089033	2461
NC_017847.1	2089037	2089037	2462
NC_017847.1	2091484	2091610	2463
NC_017847.1	2091815	2091820	2464
NC_017847.1	2091822	2091824	2465
NC_017847.1	2091829	2091855	2466
NC_017847.1	2091857	2091857	2467
NC_017847.1	2093632	2093632	2468
NC_017847.1	2093634	2093650	2469
NC_017847.1	2093653	2093653	2470
NC_017847.1	2094119	2094162	2471
NC_017847.1	2094187	2094188	2472
NC_017847.1	2094228	2094228	2473
NC_017847.1	2095007	2095278	2474
NC_017847.1	2096114	2096128	2475
NC_017847.1	2096130	2096130	2476
NC_017847.1	2097101	2097306	2477
NC_017847.1	2099755	2099889	2478
NC_017847.1	2100372	2100374	2479
NC_017847.1	2104521	2104521	2480
NC_017847.1	2104524	2104610	2481
NC_017847.1	2104659	2104667	2482
NC_017847.1	2104669	2104675	2483
NC_017847.1	2104678	2104678	2484
NC_017847.1	2104680	2104812	2485
NC_017847.1	2107566	2107620	2486
NC_017847.1	2109623	2109953	2487
NC_017847.1	2109956	2109956	2488
NC_017847.1	2110446	2110539	2489
NC_017847.1	2111025	2111025	2490
NC_017847.1	2112569	2112653	2491
NC_017847.1	2112655	2112656	2492
NC_017847.1	2112658	2112658	2493
NC_017847.1	2115305	2115311	2494
NC_017847.1	2115339	2115339	2495
NC_017847.1	2115397	2115397	2496
NC_017847.1	2116518	2116520	2497
NC_017847.1	2116642	2116645	2498
NC_017847.1	2116647	2116929	2499
NC_017847.1	2117712	2117811	2500
NC_017847.1	2117815	2117823	2501
NC_017847.1	2120200	2120203	2502
NC_017847.1	2120206	2120208	2503
NC_017847.1	2120210	2120215	2504
NC_017847.1	2120217	2120218	2505
NC_017847.1	2120221	2120225	2506
NC_017847.1	2120227	2120230	2507
NC_017847.1	2120233	2120233	2508
NC_017847.1	2120733	2120988	2509
NC_017847.1	2120990	2120991	2510
NC_017847.1	2121520	2121611	2511
NC_017847.1	2124178	2124178	2512
NC_017847.1	2126994	2126994	2513
NC_017847.1	2126996	2127139	2514
NC_017847.1	2127141	2127141	2515
NC_017847.1	2127143	2127145	2516
NC_017847.1	2127149	2127149	2517
NC_017847.1	2127155	2127155	2518
NC_017847.1	2127235	2127252	2519
NC_017847.1	2128388	2128389	2520
NC_017847.1	2132798	2132798	2521
NC_017847.1	2132800	2132843	2522
NC_017847.1	2132845	2132845	2523
NC_017847.1	2132847	2132847	2524
NC_017847.1	2132872	2132872	2525
NC_017847.1	2132889	2132889	2526
NC_017847.1	2132947	2132982	2527
NC_017847.1	2132985	2133025	2528
NC_017847.1	2133030	2133030	2529
NC_017847.1	2133035	2133035	2530
NC_017847.1	2133058	2133066	2531
NC_017847.1	2133070	2133070	2532
NC_017847.1	2133086	2133086	2533
NC_017847.1	2133159	2133159	2534
NC_017847.1	2133162	2133162	2535
NC_017847.1	2133164	2133164	2536
NC_017847.1	2133188	2133204	2537
NC_017847.1	2133221	2133224	2538
NC_017847.1	2133247	2133247	2539
NC_017847.1	2134099	2134107	2540
NC_017847.1	2134309	2134316	2541
NC_017847.1	2134798	2134816	2542
NC_017847.1	2135142	2135143	2543
NC_017847.1	2135885	2135885	2544
NC_017847.1	2135887	2135930	2545
NC_017847.1	2135934	2135943	2546
NC_017847.1	2135945	2135945	2547
NC_017847.1	2135948	2135948	2548
NC_017847.1	2135953	2135954	2549
NC_017847.1	2135987	2135988	2550
NC_017847.1	2137493	2137493	2551
NC_017847.1	2137763	2137773	2552
NC_017847.1	2138523	2138523	2553
NC_017847.1	2138529	2138839	2554
NC_017847.1	2139171	2139171	2555
NC_017847.1	2139177	2139232	2556
NC_017847.1	2139235	2139237	2557
NC_017847.1	2139930	2139989	2558
NC_017847.1	2141815	2141815	2559
NC_017847.1	2141829	2141829	2560
NC_017847.1	2141841	2141852	2561
NC_017847.1	2141992	2141992	2562
NC_017847.1	2142249	2142255	2563
NC_017847.1	2142340	2142342	2564
NC_017847.1	2144221	2144232	2565
NC_017847.1	2145877	2145907	2566
NC_017847.1	2145910	2145910	2567
NC_017847.1	2147700	2147700	2568
NC_017847.1	2147707	2147710	2569
NC_017847.1	2147712	2147712	2570
NC_017847.1	2147715	2147716	2571
NC_017847.1	2147718	2147720	2572
NC_017847.1	2147726	2147753	2573
NC_017847.1	2148463	2148505	2574
NC_017847.1	2148507	2148510	2575
NC_017847.1	2148515	2148515	2576
NC_017847.1	2148517	2148524	2577
NC_017847.1	2148526	2148526	2578
NC_017847.1	2148532	2148577	2579
NC_017847.1	2148585	2148585	2580
NC_017847.1	2148592	2148596	2581
NC_017847.1	2148598	2148601	2582
NC_017847.1	2148605	2148606	2583
NC_017847.1	2148608	2148608	2584
NC_017847.1	2148613	2148613	2585
NC_017847.1	2148620	2148621	2586
NC_017847.1	2148636	2148639	2587
NC_017847.1	2148665	2148666	2588
NC_017847.1	2148688	2148688	2589
NC_017847.1	2148691	2148692	2590
NC_017847.1	2148697	2148697	2591
NC_017847.1	2149481	2150256	2592
NC_017847.1	2150261	2150264	2593
NC_017847.1	2150267	2150267	2594
NC_017847.1	2150309	2150310	2595
NC_017847.1	2150518	2152835	2596
NC_017847.1	2152875	2152876	2597
NC_017847.1	2152904	2152904	2598
NC_017847.1	2152907	2152907	2599
NC_017847.1	2152913	2152913	2600
NC_017847.1	2152922	2152925	2601
NC_017847.1	2152927	2152927	2602
NC_017847.1	2152930	2152930	2603
NC_017847.1	2152933	2152933	2604
NC_017847.1	2152954	2152954	2605
NC_017847.1	2152960	2152960	2606
NC_017847.1	2152963	2152963	2607
NC_017847.1	2152974	2152974	2608
NC_017847.1	2152976	2152979	2609
NC_017847.1	2152982	2153010	2610
NC_017847.1	2153030	2153031	2611
NC_017847.1	2153035	2153035	2612
NC_017847.1	2153044	2153044	2613
NC_017847.1	2153046	2153047	2614
NC_017847.1	2153795	2153795	2615
NC_017847.1	2153797	2153797	2616
NC_017847.1	2153799	2153802	2617
NC_017847.1	2153804	2153834	2618
NC_017847.1	2154960	2154968	2619
NC_017847.1	2155307	2155315	2620
NC_017847.1	2155666	2155980	2621
NC_017847.1	2156109	2156111	2622
NC_017847.1	2156114	2156194	2623
NC_017847.1	2158458	2158729	2624
NC_017847.1	2162371	2162371	2625
NC_017847.1	2162373	2162373	2626
NC_017847.1	2162382	2162387	2627
NC_017847.1	2162594	2162601	2628
NC_017847.1	2162614	2162844	2629
NC_017847.1	2162846	2162847	2630
NC_017847.1	2162974	2162982	2631
NC_017847.1	2163012	2163012	2632
NC_017847.1	2163014	2163014	2633
NC_017847.1	2163016	2163017	2634
NC_017847.1	2163131	2163140	2635
NC_017847.1	2163151	2163151	2636
NC_017847.1	2171359	2171593	2637
NC_017847.1	2172778	2172779	2638
NC_017847.1	2173182	2173200	2639
NC_017847.1	2173202	2173206	2640
NC_017847.1	2173208	2173209	2641
NC_017847.1	2177764	2177800	2642
NC_017847.1	2181503	2181503	2643
NC_017847.1	2181509	2181533	2644
NC_017847.1	2181542	2181542	2645
NC_017847.1	2186979	2187153	2646
NC_017847.1	2187303	2187326	2647
NC_017847.1	2187330	2187331	2648
NC_017847.1	2187682	2187683	2649
NC_017847.1	2189585	2189585	2650
NC_017847.1	2191098	2191101	2651
NC_017847.1	2191111	2191112	2652
NC_017847.1	2191125	2191125	2653
NC_017847.1	2194606	2196683	2654
NC_017847.1	2196685	2196685	2655
NC_017847.1	2196688	2196689	2656
NC_017847.1	2199215	2199216	2657
NC_017847.1	2199246	2199389	2658
NC_017847.1	2199394	2199394	2659
NC_017847.1	2199399	2199406	2660
NC_017847.1	2199409	2199410	2661
NC_017847.1	2199793	2199793	2662
NC_017847.1	2199862	2199908	2663
NC_017847.1	2203416	2203487	2664
NC_017847.1	2203509	2203509	2665
NC_017847.1	2203595	2203596	2666
NC_017847.1	2204164	2204493	2667
NC_017847.1	2204519	2204519	2668
NC_017847.1	2206153	2206154	2669
NC_017847.1	2210508	2210746	2670
NC_017847.1	2210748	2210749	2671
NC_017847.1	2210751	2210751	2672
NC_017847.1	2210753	2210757	2673
NC_017847.1	2210759	2210759	2674
NC_017847.1	2210761	2210762	2675
NC_017847.1	2210767	2210767	2676
NC_017847.1	2210821	2210826	2677
NC_017847.1	2210829	2210829	2678
NC_017847.1	2210831	2210867	2679
NC_017847.1	2210869	2210869	2680
NC_017847.1	2210873	2210873	2681
NC_017847.1	2210876	2210877	2682
NC_017847.1	2211005	2211005	2683
NC_017847.1	2211009	2211009	2684
NC_017847.1	2212281	2212509	2685
NC_017847.1	2212885	2212892	2686
NC_017847.1	2212896	2212898	2687
NC_017847.1	2212908	2212914	2688
NC_017847.1	2212918	2212918	2689
NC_017847.1	2212921	2213019	2690
NC_017847.1	2213540	2213617	2691
NC_017847.1	2213622	2213622	2692
NC_017847.1	2214291	2214364	2693
NC_017847.1	2214366	2214371	2694
NC_017847.1	2215000	2215165	2695
NC_017847.1	2215168	2215168	2696
NC_017847.1	2215591	2215591	2697
NC_017847.1	2217737	2218046	2698
NC_017847.1	2218930	2218930	2699
NC_017847.1	2219328	2219405	2700
NC_017847.1	2219710	2220258	2701
NC_017847.1	2220764	2221154	2702
NC_017847.1	2222001	2222002	2703
NC_017847.1	2222027	2222028	2704
NC_017847.1	2222034	2222035	2705
NC_017847.1	2223212	2223212	2706
NC_017847.1	2223214	2223273	2707
NC_017847.1	2223960	2223966	2708
NC_017847.1	2225898	2225907	2709
NC_017847.1	2227229	2227229	2710
NC_017847.1	2227484	2227484	2711
NC_017847.1	2227642	2227642	2712
NC_017847.1	2227672	2227673	2713
NC_017847.1	2227876	2227992	2714
NC_017847.1	2227997	2227997	2715
NC_017847.1	2227999	2228001	2716
NC_017847.1	2228128	2228128	2717
NC_017847.1	2228139	2228139	2718
NC_017847.1	2228143	2228143	2719
NC_017847.1	2228145	2228149	2720
NC_017847.1	2228152	2228906	2721
NC_017847.1	2228911	2228911	2722
NC_017847.1	2228914	2228918	2723
NC_017847.1	2228925	2228925	2724
NC_017847.1	2228929	2228929	2725
NC_017847.1	2228931	2228931	2726
NC_017847.1	2228933	2229145	2727
NC_017847.1	2229148	2229149	2728
NC_017847.1	2229164	2229166	2729
NC_017847.1	2229168	2229377	2730
NC_017847.1	2229381	2229382	2731
NC_017847.1	2229389	2229389	2732
NC_017847.1	2229392	2229392	2733
NC_017847.1	2229468	2229472	2734
NC_017847.1	2229607	2229615	2735
NC_017847.1	2229632	2229636	2736
NC_017847.1	2229644	2229651	2737
NC_017847.1	2229665	2230190	2738
NC_017847.1	2231036	2231039	2739
NC_017847.1	2231889	2231933	2740
NC_017847.1	2232166	2232175	2741
NC_017847.1	2232992	2233034	2742
NC_017847.1	2233738	2234498	2743
NC_017847.1	2234975	2234990	2744
NC_017847.1	2235578	2235581	2745
NC_017847.1	2236408	2236408	2746
NC_017847.1	2236410	2237188	2747
NC_017847.1	2237640	2237759	2748
NC_017847.1	2238245	2238247	2749
NC_017847.1	2238250	2239294	2750
NC_017847.1	2239329	2239329	2751
NC_017847.1	2239508	2239516	2752
NC_017847.1	2239569	2239569	2753
NC_017847.1	2239574	2239815	2754
NC_017847.1	2239825	2242401	2755
NC_017847.1	2242405	2242405	2756
NC_017847.1	2242411	2242411	2757
NC_017847.1	2242416	2242416	2758
NC_017847.1	2242688	2242698	2759
NC_017847.1	2242856	2242856	2760
NC_017847.1	2242861	2242863	2761
NC_017847.1	2242865	2242865	2762
NC_017847.1	2242874	2242875	2763
NC_017847.1	2242878	2242878	2764
NC_017847.1	2242881	2242881	2765
NC_017847.1	2242887	2242887	2766
NC_017847.1	2242895	2242919	2767
NC_017847.1	2242922	2244432	2768
NC_017847.1	2244811	2244811	2769
NC_017847.1	2245705	2245751	2770
NC_017847.1	2246311	2246319	2771
NC_017847.1	2246346	2246347	2772
NC_017847.1	2246350	2246501	2773
NC_017847.1	2247787	2247905	2774
NC_017847.1	2251236	2251236	2775
NC_017847.1	2251238	2251762	2776
NC_017847.1	2252550	2252819	2777
NC_017847.1	2252821	2252821	2778
NC_017847.1	2252957	2252958	2779
NC_017847.1	2253061	2253061	2780
NC_017847.1	2253065	2253065	2781
NC_017847.1	2253074	2253074	2782
NC_017847.1	2253078	2253078	2783
NC_017847.1	2253086	2253086	2784
NC_017847.1	2253090	2253090	2785
NC_017847.1	2253099	2253099	2786
NC_017847.1	2255999	2256068	2787
NC_017847.1	2257930	2257938	2788
NC_017847.1	2261848	2261854	2789
NC_017847.1	2262572	2262738	2790
NC_017847.1	2264883	2265068	2791
NC_017847.1	2265459	2265459	2792
NC_017847.1	2270888	2270889	2793
NC_017847.1	2270898	2270966	2794
NC_017847.1	2271690	2271746	2795
NC_017847.1	2272032	2272032	2796
NC_017847.1	2273175	2273182	2797
NC_017847.1	2273192	2273207	2798
NC_017847.1	2273211	2273211	2799
NC_017847.1	2273216	2273297	2800
NC_017847.1	2273299	2273300	2801
NC_017847.1	2273310	2273310	2802
NC_017847.1	2274777	2274777	2803
NC_017847.1	2274780	2275028	2804
NC_017847.1	2275243	2275251	2805
NC_017847.1	2276613	2276613	2806
NC_017847.1	2276624	2276624	2807
NC_017847.1	2276626	2277135	2808
NC_017847.1	2278392	2278393	2809
NC_017847.1	2285595	2285596	2810
NC_017847.1	2285598	2285598	2811
NC_017847.1	2285600	2285638	2812
NC_017847.1	2287006	2288730	2813
NC_017847.1	2290114	2290114	2814
NC_017847.1	2290858	2290926	2815
NC_017847.1	2292295	2292430	2816
NC_017847.1	2294658	2295851	2817
NC_017847.1	2296277	2296391	2818
NC_017847.1	2297001	2297009	2819
NC_017847.1	2297048	2297276	2820
NC_017847.1	2297280	2297309	2821
NC_017847.1	2297311	2297311	2822
NC_017847.1	2297317	2297317	2823
NC_017847.1	2297323	2297325	2824
NC_017847.1	2297327	2297327	2825
NC_017847.1	2297330	2297330	2826
NC_017847.1	2297335	2297335	2827
NC_017847.1	2297342	2297342	2828
NC_017847.1	2297351	2297359	2829
NC_017847.1	2297363	2297363	2830
NC_017847.1	2297369	2297369	2831
NC_017847.1	2297374	2297377	2832
NC_017847.1	2297379	2297379	2833
NC_017847.1	2297383	2297388	2834
NC_017847.1	2297401	2297401	2835
NC_017847.1	2297535	2297535	2836
NC_017847.1	2297575	2297582	2837
NC_017847.1	2297584	2298238	2838
NC_017847.1	2299002	2299002	2839
NC_017847.1	2299004	2299004	2840
NC_017847.1	2299006	2299116	2841
NC_017847.1	2300776	2300798	2842
NC_017847.1	2301572	2306524	2843
NC_017847.1	2306553	2306558	2844
NC_017847.1	2306568	2306568	2845
NC_017847.1	2306599	2307026	2846
NC_017847.1	2307028	2307058	2847
NC_017847.1	2307512	2307512	2848
NC_017847.1	2307649	2307811	2849
NC_017847.1	2307813	2307813	2850
NC_017847.1	2307819	2307824	2851
NC_017847.1	2307827	2307828	2852
NC_017847.1	2307836	2307837	2853
NC_017847.1	2308013	2308013	2854
NC_017847.1	2308323	2308323	2855
NC_017847.1	2308328	2308506	2856
NC_017847.1	2308530	2308530	2857
NC_017847.1	2309810	2309813	2858
NC_017847.1	2309883	2310129	2859
NC_017847.1	2311413	2311413	2860
NC_017847.1	2311415	2311484	2861
NC_017847.1	2311684	2311687	2862
NC_017847.1	2311689	2312000	2863
NC_017847.1	2312279	2312316	2864
NC_017847.1	2312318	2312321	2865
NC_017847.1	2312323	2312324	2866
NC_017847.1	2312326	2312326	2867
NC_017847.1	2312329	2312329	2868
NC_017847.1	2312333	2312333	2869
NC_017847.1	2312336	2312336	2870
NC_017847.1	2312362	2312367	2871
NC_017847.1	2312454	2312462	2872
NC_017847.1	2312472	2312476	2873
NC_017847.1	2312478	2312479	2874
NC_017847.1	2312507	2312507	2875
NC_017847.1	2312510	2312510	2876
NC_017847.1	2312513	2312513	2877
NC_017847.1	2312518	2312649	2878
NC_017847.1	2312677	2312679	2879
NC_017847.1	2312758	2312766	2880
NC_017847.1	2312889	2312892	2881
NC_017847.1	2312917	2312926	2882
NC_017847.1	2312937	2312951	2883
NC_017847.1	2315915	2315918	2884
NC_017847.1	2315920	2315972	2885
NC_017847.1	2316549	2316549	2886
NC_017847.1	2317127	2317167	2887
NC_017847.1	2318091	2319426	2888
NC_017847.1	2320676	2320677	2889
NC_017847.1	2320679	2320696	2890
NC_017847.1	2320702	2320703	2891
NC_017847.1	2322180	2322222	2892
NC_017847.1	2322401	2322401	2893
NC_017847.1	2324121	2324151	2894
NC_017847.1	2325632	2325632	2895
NC_017847.1	2325636	2325754	2896
NC_017847.1	2325756	2325757	2897
NC_017847.1	2325759	2325759	2898
NC_017847.1	2325761	2325764	2899
NC_017847.1	2325766	2325766	2900
NC_017847.1	2327055	2327056	2901
NC_017847.1	2331153	2331191	2902
NC_017847.1	2332449	2332457	2903
NC_017847.1	2333166	2333166	2904
NC_017847.1	2333198	2333198	2905
NC_017847.1	2333441	2333442	2906
NC_017847.1	2333555	2333555	2907
NC_017847.1	2334729	2334793	2908
NC_017847.1	2335536	2335790	2909
NC_017847.1	2337281	2337512	2910
NC_017847.1	2337514	2337514	2911
NC_017847.1	2337520	2337520	2912
NC_017847.1	2340407	2340408	2913
NC_017847.1	2340410	2340413	2914
NC_017847.1	2340418	2340861	2915
NC_017847.1	2342518	2342519	2916
NC_017847.1	2342521	2342524	2917
NC_017847.1	2342528	2342558	2918
NC_017847.1	2342561	2342569	2919
NC_017847.1	2342571	2342571	2920
NC_017847.1	2342574	2342691	2921
NC_017847.1	2342695	2342695	2922
NC_017847.1	2344567	2344571	2923
NC_017847.1	2344573	2344574	2924
NC_017847.1	2344576	2344611	2925
NC_017847.1	2346634	2347324	2926
NC_017847.1	2347326	2347326	2927
NC_017847.1	2348363	2348381	2928
NC_017847.1	2348654	2348662	2929
NC_017847.1	2350223	2350223	2930
NC_017847.1	2353588	2353597	2931
NC_017847.1	2353632	2353633	2932
NC_017847.1	2354879	2354889	2933
NC_017847.1	2354895	2355010	2934
NC_017847.1	2355012	2355013	2935
NC_017847.1	2355015	2355017	2936
NC_017847.1	2355020	2355023	2937
NC_017847.1	2355031	2355031	2938
NC_017847.1	2355034	2355034	2939
NC_017847.1	2355044	2355044	2940
NC_017847.1	2355050	2355053	2941
NC_017847.1	2355238	2355238	2942
NC_017847.1	2355241	2355251	2943
NC_017847.1	2355253	2355256	2944
NC_017847.1	2355573	2355573	2945
NC_017847.1	2355575	2355824	2946
NC_017847.1	2355826	2355826	2947
NC_017847.1	2355833	2355834	2948
NC_017847.1	2355876	2358307	2949
NC_017847.1	2358710	2358833	2950
NC_017847.1	2359275	2359275	2951
NC_017847.1	2362097	2362107	2952
NC_017847.1	2362109	2362166	2953
NC_017847.1	2362168	2362168	2954
NC_017847.1	2362170	2362171	2955
NC_017847.1	2362741	2363997	2956
NC_017847.1	2364016	2364191	2957
NC_017847.1	2364221	2364221	2958
NC_017847.1	2364233	2364295	2959
NC_017847.1	2364610	2364611	2960
NC_017847.1	2364614	2364636	2961
NC_017847.1	2364638	2366635	2962
NC_017847.1	2366637	2366638	2963
NC_017847.1	2366642	2366642	2964
NC_017847.1	2366645	2366647	2965
NC_017847.1	2366727	2366727	2966
NC_017847.1	2368025	2368025	2967
NC_017847.1	2368029	2368029	2968
NC_017847.1	2368033	2368033	2969
NC_017847.1	2369348	2369358	2970
NC_017847.1	2369375	2369376	2971
NC_017847.1	2370849	2370936	2972
NC_017847.1	2370938	2370938	2973
NC_017847.1	2370943	2370951	2974
NC_017847.1	2373399	2373399	2975
NC_017847.1	2374088	2374240	2976
NC_017847.1	2374242	2374242	2977
NC_017847.1	2374245	2374245	2978
NC_017847.1	2374331	2374331	2979
NC_017847.1	2374451	2374451	2980
NC_017847.1	2374453	2374453	2981
NC_017847.1	2374455	2374455	2982
NC_017847.1	2374461	2374461	2983
NC_017847.1	2374467	2374467	2984
NC_017847.1	2374496	2374496	2985
NC_017847.1	2375397	2375399	2986
NC_017847.1	2375401	2375402	2987
NC_017847.1	2375404	2375406	2988
NC_017847.1	2375408	2375410	2989
NC_017847.1	2375412	2375431	2990
NC_017847.1	2380862	2381066	2991
NC_017847.1	2385635	2385673	2992
NC_017847.1	2385676	2385685	2993
NC_017847.1	2385687	2385687	2994
NC_017847.1	2387775	2387776	2995
NC_017847.1	2387783	2387796	2996
NC_017847.1	2388537	2388805	2997
NC_017847.1	2390520	2390528	2998
NC_017847.1	2393116	2393116	2999
NC_017847.1	2394016	2394088	3000
NC_017847.1	2394983	2394984	3001
NC_017847.1	2395179	2395181	3002
NC_017847.1	2395190	2395191	3003
NC_017847.1	2395199	2395199	3004
NC_017847.1	2395202	2395202	3005
NC_017847.1	2395206	2395207	3006
NC_017847.1	2395210	2395210	3007
NC_017847.1	2395212	2395215	3008
NC_017847.1	2395218	2395233	3009
NC_017847.1	2395236	2395253	3010
NC_017847.1	2395258	2395263	3011
NC_017847.1	2395266	2395296	3012
NC_017847.1	2395298	2395298	3013
NC_017847.1	2395303	2395305	3014
NC_017847.1	2395307	2395332	3015
NC_017847.1	2395334	2395338	3016
NC_017847.1	2395340	2395340	3017
NC_017847.1	2395344	2395344	3018
NC_017847.1	2395348	2395349	3019
NC_017847.1	2395352	2395352	3020
NC_017847.1	2395827	2395829	3021
NC_017847.1	2395832	2396053	3022
NC_017847.1	2396058	2396059	3023
NC_017847.1	2396061	2396061	3024
NC_017847.1	2396099	2396099	3025
NC_017847.1	2396104	2396106	3026
NC_017847.1	2396108	2396114	3027
NC_017847.1	2396116	2396116	3028
NC_017847.1	2396123	2396123	3029
NC_017847.1	2396127	2396130	3030
NC_017847.1	2396133	2396134	3031
NC_017847.1	2396136	2396136	3032
NC_017847.1	2396138	2396143	3033
NC_017847.1	2396145	2396145	3034
NC_017847.1	2396148	2396150	3035
NC_017847.1	2396152	2396154	3036
NC_017847.1	2396157	2396157	3037
NC_017847.1	2396163	2396163	3038
NC_017847.1	2396169	2396169	3039
NC_017847.1	2396171	2396171	3040
NC_017847.1	2401398	2401399	3041
NC_017847.1	2403655	2403930	3042
NC_017847.1	2403932	2403932	3043
NC_017847.1	2403958	2403966	3044
NC_017847.1	2404688	2404688	3045
NC_017847.1	2405584	2405865	3046
NC_017847.1	2406361	2406364	3047
NC_017847.1	2406855	2406855	3048
NC_017847.1	2406864	2406864	3049
NC_017847.1	2406869	2406870	3050
NC_017847.1	2406878	2406878	3051
NC_017847.1	2406887	2407403	3052
NC_017847.1	2407645	2407647	3053
NC_017847.1	2407649	2407649	3054
NC_017847.1	2407651	2407651	3055
NC_017847.1	2407676	2407676	3056
NC_017847.1	2407685	2407686	3057
NC_017847.1	2407691	2407691	3058
NC_017847.1	2407693	2407693	3059
NC_017847.1	2407697	2407698	3060
NC_017847.1	2407706	2407707	3061
NC_017847.1	2407710	2407712	3062
NC_017847.1	2407716	2407716	3063
NC_017847.1	2407723	2407723	3064
NC_017847.1	2407728	2407729	3065
NC_017847.1	2407731	2407733	3066
NC_017847.1	2407736	2407741	3067
NC_017847.1	2407743	2407744	3068
NC_017847.1	2407748	2407768	3069
NC_017847.1	2407770	2407770	3070
NC_017847.1	2407775	2407775	3071
NC_017847.1	2407777	2407777	3072
NC_017847.1	2407779	2407779	3073
NC_017847.1	2407785	2407785	3074
NC_017847.1	2407859	2407860	3075
NC_017847.1	2407862	2407864	3076
NC_017847.1	2407876	2407904	3077
NC_017847.1	2407906	2407906	3078
NC_017847.1	2407908	2407909	3079
NC_017847.1	2407911	2407911	3080
NC_017847.1	2407913	2407915	3081
NC_017847.1	2407917	2407918	3082
NC_017847.1	2407920	2407920	3083
NC_017847.1	2407923	2407924	3084
NC_017847.1	2407926	2407941	3085
NC_017847.1	2407943	2407944	3086
NC_017847.1	2407946	2407954	3087
NC_017847.1	2407957	2407957	3088
NC_017847.1	2407980	2407980	3089
NC_017847.1	2407987	2407987	3090
NC_017847.1	2407998	2407998	3091
NC_017847.1	2408116	2408118	3092
NC_017847.1	2408124	2408124	3093
NC_017847.1	2408130	2408130	3094
NC_017847.1	2408213	2408271	3095
NC_017847.1	2408273	2408275	3096
NC_017847.1	2408277	2408278	3097
NC_017847.1	2408280	2408299	3098
NC_017847.1	2408302	2408304	3099
NC_017847.1	2408306	2408310	3100
NC_017847.1	2408312	2408313	3101
NC_017847.1	2408316	2408316	3102
NC_017847.1	2408337	2408338	3103
NC_017847.1	2408344	2408344	3104
NC_017847.1	2408346	2408346	3105
NC_017847.1	2408348	2408348	3106
NC_017847.1	2408350	2408350	3107
NC_017847.1	2408352	2408352	3108
NC_017847.1	2408358	2408358	3109
NC_017847.1	2408360	2408361	3110
NC_017847.1	2408373	2408373	3111
NC_017847.1	2408379	2408379	3112
NC_017847.1	2408383	2408383	3113
NC_017847.1	2408386	2408386	3114
NC_017847.1	2408388	2408388	3115
NC_017847.1	2408391	2408392	3116
NC_017847.1	2408394	2408394	3117
